DriveID,Drive_score
1,-0.0010069191757702267
1,-0.0013153497619575738
1,-0.0043580227356359025
1,-0.015539543838131054
1,-0.016794242730561182
1,-0.018606818997630503
1,-0.013631955705624366
1,-0.010733674278575966
1,-0.00825750385849755
1,-0.007516307157085622
1,-0.008431585690866994
1,-0.00888060504613486
1,-0.008906725788190517
1,-0.00840635900730713
1,-0.0073672609105657205
1,-0.005768810654368406
1,-0.006640133797687353
1,-0.006468736417352017
1,-0.00849130405094567
1,-0.0062545630059999135
1,-0.00472439712443018
1,-0.005460654048197067
1,-0.008284171602494395
1,-0.006949500014928112
1,-0.005610780966555096
1,-0.005488326264793009
1,0.03445184246322652
1,-0.0053635006524999085
1,-0.005225678522531418
1,-0.003883113028177454
1,-0.0038370148464634823
1,-0.004807838084164517
1,-0.005040383430239603
1,-0.0028313739332398447
1,-0.0025134887414958174
1,-0.0042702619243181195
1,-0.03717975536289986
1,-0.002465675075013829
1,-0.002855869119641863
1,-0.004559811786162715
1,-0.003233246065772799
1,-0.003375300221975408
1,-0.003451181878916576
1,-0.0024211451910511883
1,-0.0022084217057244393
1,-0.003175068233509548
1,-0.01227157365083864
1,-0.006901550839095716
1,-0.009175215109538781
1,-0.011310725390210274
1,-0.017971941359009702
1,-3.09095158428363e-05
1,-0.02031118700623158
1,-0.03798070815376753
1,-0.0014899442418940811
1,0.02307229868551164
1,0.0007550130413602751
1,0.00013696507842253514
1,-0.02014466271365689
1,-0.06534815926896509
1,0.10268838905142885
1,0.0001154723327625451
1,-0.07389072300643007
1,0.08662560225508165
1,-1.5943079503255575e-06
1,-0.001679510788673233
1,0.008964581615159672
1,-0.103395928308192
1,0.0004898033504152632
1,-0.03988862843654506
1,2.270769328127642e-08
1,0.03483316558985128
1,-0.04300825502385053
1,0.007630617219993585
1,-0.007419035588468459
1,0.0022805541535874108
1,0.0018898554209869634
1,-0.0018456872555657755
1,1.5474503073376056e-06
1,8.435202102252681e-06
1,-0.01857314459298931
1,-0.005870480172469716
1,-0.00010392824821681135
1,-0.17380191553035707
1,-0.06218095827673176
1,-0.022332859238879177
1,0.005744361836513834
1,0.02913064800996723
1,-0.008025096308896584
1,0.0021442290203091963
1,0.003699086600847279
1,-0.30748440336274496
1,-0.16069161905008822
1,0.04638547435243501
1,-0.19603185686857172
1,0.00027841702728048645
1,-0.02530351693022137
1,-0.061873903339209724
1,-0.010255845640629535
1,0.576805262133027
1,0.0018926899191999969
1,0.07585590564964506
1,2.274063470653065e-05
1,0.0011605252923223563
1,-0.01625172087539062
1,-0.013897061419299694
1,-0.09544091412037836
1,-0.03481277408027361
1,0.9674967304376825
1,0.020704586068752473
1,0.005547383138965967
1,6.162595895586875e-05
1,-0.0026775741844481393
1,-0.40568999574766784
1,-0.3939762905536258
1,-0.25783816896180944
1,0.0035839422577607083
1,-0.040088956847945
1,0.08775916062691347
1,0.0046699457490056995
1,-0.0036746047153930483
1,-0.0036067352860849056
1,-0.00963581897644461
1,-0.004227079141346901
1,-0.011304247431774161
1,-0.27680352801625674
1,-0.0872601277193834
1,0.04855697996659725
1,0.0031308472437510115
1,-0.007028123857425905
1,-0.0013123083061168384
1,-0.029192060687714294
1,-0.07136665947916676
1,-0.05597281758224748
1,-0.027041029890097268
1,0.00048639225401525543
1,-0.0008401398330091236
1,-0.00031750042822720204
1,-0.01822162201566002
1,-0.0008867725878118904
1,0.002386274630445828
1,-0.06644011114718251
1,-0.08067611523703055
1,-0.12672167723316852
1,-0.3323559773143955
1,0.06975574901358661
1,-0.04805588880361478
1,-0.16216583933457385
1,0.3949885616852561
1,0.0024125498010579838
1,-0.00806849217760508
1,-0.005196304096560023
1,-0.007870662691167096
1,-0.014266074631046677
1,-0.008465149927045168
1,-0.003888671640453034
1,-0.007728879955108181
1,-0.008260743254336012
1,-0.00886977506712383
1,-0.0039012614713571647
1,-0.011995919682855294
1,-0.007260235457707931
1,-0.004251358312141185
1,-0.0031328839965842903
1,-0.004282104332254066
1,-0.004052555495157484
1,-0.004636672937292974
1,-0.006006354155990934
1,-0.003787250763640726
1,0.03356668048716516
1,-0.0020029066218043567
1,-0.006271696214878553
1,-0.005150635538440196
1,-0.0016942000612223396
1,-0.002388761433329778
1,-0.0004966390222362893
1,-0.0012239947412002739
1,-0.003866615966890863
1,-0.0017077957015989575
1,-0.003644166169075702
1,-0.002779061724204168
1,-0.0025926617000520125
1,-0.0027633743729331695
1,-0.0033366880644366548
1,-0.00336066064916829
1,-0.002438373489059842
1,-0.0038737816934041325
1,-0.0025073135927291545
1,-0.004375844512326643
1,-0.04069092510455419
1,-0.022836459115168073
1,-0.03060062617619097
1,-2.9268953036787337e-06
1,2.57695712342354e-05
1,-0.000526407179960553
1,-0.0263705165577357
1,-0.01802154407058365
1,0.011068872188683687
1,-0.03139552110463506
1,-0.009115690774920582
1,0.6799017981814399
1,0.012797576925440257
1,0.03426554016253547
1,-5.111975478855335e-05
1,-7.756095429234389e-05
1,-0.0003866474639755424
1,-0.0014262996773936054
1,-0.06472113520623712
1,-0.04654011788920098
1,-0.011888306589513786
1,0.04706485311623243
1,0.0005067071742664853
1,-0.06463329200849821
1,0.014774977037188775
1,-0.0021882025637642855
1,-0.0036580094453080303
1,-0.0009731643563092307
1,-0.0004402088305778262
1,-0.00393534433077547
1,-0.0009583165254661852
1,-0.0004008751920506759
1,-0.0008374966706355957
1,-0.0008922083911818701
1,-0.0025384140786756104
1,-0.00023063639795939395
1,-0.0006880912355494706
1,-0.0010027028962453777
1,-0.0015700521754199448
1,-0.0016574300833550604
1,-0.0006923218169752055
1,-0.03324035141182646
1,-0.0011018621565881404
1,0.019301340158273672
1,0.04726334459354398
